      Cosm016	2026-01-01 08:35:36	1	1	1	0
      Cosmo001	2026-01-01 09:17:06	1	1	1	0
      Cosmo003	2026-01-01 08:50:00	1	1	1	0
      Cosmo004	2026-01-01 10:39:40	1	1	1	0
      Cosmo005	2026-01-01 10:33:10	1	1	1	0
      Cosmo006	2026-01-01 09:30:53	1	1	1	0
      Cosmo007	2026-01-01 08:40:16	1	1	1	0
      Cosmo008	2026-01-01 09:06:33	1	1	1	0
      Cosmo009	2026-01-01 10:20:39	1	1	1	0
      Cosmo011	2026-01-01 08:17:19	1	1	1	0
      Cosmo012	2026-01-01 09:41:16	1	1	1	0
      Cosmo013	2026-01-01 09:20:26	1	1	1	0
      Cosmo014	2026-01-01 10:02:48	1	1	1	0
      Cosmo015	2026-01-01 08:31:46	1	1	1	0
      Cosmo017	2026-01-01 10:41:11	1	1	1	0
      Cosmo018	2026-01-01 09:38:40	1	1	1	0
      Cosmo019	2026-01-01 08:39:34	1	1	1	0
      Cosmo020	2026-01-01 10:16:27	1	1	1	0
      Cosmo022	2026-01-01 09:59:44	1	1	1	0
      Cosmo023	2026-01-01 08:40:48	1	1	1	0
      Cosmo024	2026-01-01 09:30:57	1	1	1	0
      Cosmo025	2026-01-01 10:25:49	1	1	1	0
      Cosmo026	2026-01-01 08:51:17	1	1	1	0
      Cosmo027	2026-01-01 08:29:23	1	1	1	0
      Cosmo026	2026-01-01 18:47:10	1	1	1	0
      Cosmo013	2026-01-01 19:08:50	1	1	1	0
      Cosmo004	2026-01-01 17:50:53	1	1	1	0
      Cosmo023	2026-01-01 18:07:14	1	1	1	0
      Cosmo006	2026-01-01 19:08:35	1	1	1	0
      Cosmo003	2026-01-01 20:48:13	1	1	1	0
      Cosmo015	2026-01-01 19:36:52	1	1	1	0
      Cosmo014	2026-01-01 18:25:17	1	1	1	0
      Cosmo018	2026-01-01 18:05:53	1	1	1	0
      Cosmo022	2026-01-01 20:18:27	1	1	1	0
      Cosm016	2026-01-01 18:42:22	1	1	1	0
      Cosmo024	2026-01-01 20:46:00	1	1	1	0
      Cosmo012	2026-01-01 17:54:09	1	1	1	0
      Cosmo011	2026-01-01 18:28:21	1	1	1	0
      Cosmo008	2026-01-01 17:14:07	1	1	1	0
      Cosmo027	2026-01-01 18:02:12	1	1	1	0
      Cosmo017	2026-01-01 19:22:34	1	1	1	0
      Cosm016	2026-01-02 10:48:58	1	1	1	0
      Cosm016	2026-01-02 10:48:59	1	1	1	0
      Cosmo001	2026-01-02 09:23:47	1	1	1	0
      Cosmo003	2026-01-02 09:32:10	1	1	1	0
      Cosmo004	2026-01-02 09:41:21	1	1	1	0
      Cosmo005	2026-01-02 09:47:59	1	1	1	0
      Cosmo006	2026-01-02 08:39:08	1	1	1	0
      Cosmo007	2026-01-02 10:25:03	1	1	1	0
      Cosmo008	2026-01-02 09:29:38	1	1	1	0
      Cosmo009	2026-01-02 09:51:35	1	1	1	0
      Cosmo010	2026-01-02 08:30:37	1	1	1	0
      Cosmo012	2026-01-02 10:30:30	1	1	1	0
      Cosmo013	2026-01-02 08:36:47	1	1	1	0
      Cosmo014	2026-01-02 09:12:13	1	1	1	0
      Cosmo015	2026-01-02 09:37:23	1	1	1	0
      Cosmo017	2026-01-02 08:37:21	1	1	1	0
      Cosmo018	2026-01-02 10:02:59	1	1	1	0
      Cosmo019	2026-01-02 10:15:01	1	1	1	0
      Cosmo020	2026-01-02 09:18:59	1	1	1	0
      Cosmo021	2026-01-02 09:18:06	1	1	1	0
      Cosmo022	2026-01-02 09:39:58	1	1	1	0
      Cosmo024	2026-01-02 09:34:17	1	1	1	0
      Cosmo025	2026-01-02 09:56:16	1	1	1	0
      Cosmo026	2026-01-02 10:19:12	1	1	1	0
      Cosmo027	2026-01-02 09:34:45	1	1	1	0
      Cosmo024	2026-01-02 20:16:45	1	1	1	0
      Cosmo006	2026-01-02 19:26:03	1	1	1	0
      Cosmo021	2026-01-02 20:24:14	1	1	1	0
      Cosmo014	2026-01-02 19:55:48	1	1	1	0
      Cosmo013	2026-01-02 20:47:21	1	1	1	0
      Cosmo019	2026-01-02 19:22:07	1	1	1	0
      Cosmo017	2026-01-02 18:39:03	1	1	1	0
      Cosmo022	2026-01-02 20:55:45	1	1	1	0
      Cosmo003	2026-01-02 20:42:33	1	1	1	0
      Cosmo015	2026-01-02 19:46:58	1	1	1	0
      Cosmo010	2026-01-02 17:28:40	1	1	1	0
      Cosmo005	2026-01-02 18:28:57	1	1	1	0
      Cosmo027	2026-01-02 19:31:00	1	1	1	0
      Cosmo020	2026-01-02 19:26:02	1	1	1	0
      Cosm016	2026-01-03 10:44:29	1	1	1	0
      Cosmo001	2026-01-03 09:32:05	1	1	1	0
      Cosmo003	2026-01-03 09:18:56	1	1	1	0
      Cosmo004	2026-01-03 09:21:31	1	1	1	0
      Cosmo005	2026-01-03 08:31:36	1	1	1	0
      Cosmo007	2026-01-03 08:53:12	1	1	1	0
      Cosmo008	2026-01-03 10:56:32	1	1	1	0
      Cosmo010	2026-01-03 08:10:18	1	1	1	0
      Cosmo011	2026-01-03 09:44:01	1	1	1	0
      Cosmo013	2026-01-03 09:33:56	1	1	1	0
      Cosmo014	2026-01-03 10:36:09	1	1	1	0
      Cosmo015	2026-01-03 09:20:21	1	1	1	0
      Cosmo018	2026-01-03 10:19:50	1	1	1	0
      Cosmo019	2026-01-03 08:02:30	1	1	1	0
      Cosmo019	2026-01-03 08:02:31	1	1	1	0
      Cosmo021	2026-01-03 10:25:20	1	1	1	0
      Cosmo024	2026-01-03 10:38:55	1	1	1	0
      Cosmo025	2026-01-03 09:44:05	1	1	1	0
      Cosmo027	2026-01-03 08:31:00	1	1	1	0
      Cosmo010	2026-01-03 18:52:23	1	1	1	0
      Cosmo004	2026-01-03 19:37:15	1	1	1	0
      Cosmo001	2026-01-03 20:59:40	1	1	1	0
      Cosmo025	2026-01-03 19:09:36	1	1	1	0
      Cosmo007	2026-01-03 20:12:09	1	1	1	0
      Cosmo003	2026-01-03 17:56:34	1	1	1	0
      Cosmo011	2026-01-03 18:17:42	1	1	1	0
      Cosmo027	2026-01-03 19:42:31	1	1	1	0
      Cosmo019	2026-01-03 18:13:06	1	1	1	0
      Cosmo013	2026-01-03 19:26:20	1	1	1	0
      Cosm016	2026-01-03 17:10:51	1	1	1	0
      Cosmo008	2026-01-03 17:09:14	1	1	1	0
      Cosm016	2026-01-05 08:31:46	1	1	1	0
      Cosmo001	2026-01-05 09:18:43	1	1	1	0
      Cosmo003	2026-01-05 08:40:26	1	1	1	0
      Cosmo004	2026-01-05 10:39:14	1	1	1	0
      Cosmo005	2026-01-05 08:23:39	1	1	1	0
      Cosmo006	2026-01-05 10:22:52	1	1	1	0
      Cosmo007	2026-01-05 08:02:21	1	1	1	0
      Cosmo008	2026-01-05 08:58:39	1	1	1	0
      Cosmo009	2026-01-05 10:14:50	1	1	1	0
      Cosmo010	2026-01-05 09:35:59	1	1	1	0
      Cosmo011	2026-01-05 10:30:55	1	1	1	0
      Cosmo012	2026-01-05 09:45:43	1	1	1	0
      Cosmo013	2026-01-05 09:07:47	1	1	1	0
      Cosmo014	2026-01-05 08:14:04	1	1	1	0
      Cosmo015	2026-01-05 08:37:50	1	1	1	0
      Cosmo017	2026-01-05 10:21:52	1	1	1	0
      Cosmo018	2026-01-05 08:03:26	1	1	1	0
      Cosmo019	2026-01-05 10:51:57	1	1	1	0
      Cosmo021	2026-01-05 10:22:24	1	1	1	0
      Cosmo021	2026-01-05 10:22:27	1	1	1	0
      Cosmo022	2026-01-05 09:11:38	1	1	1	0
      Cosmo023	2026-01-05 08:38:19	1	1	1	0
      Cosmo024	2026-01-05 08:45:54	1	1	1	0
      Cosmo025	2026-01-05 09:33:04	1	1	1	0
      Cosmo026	2026-01-05 09:58:33	1	1	1	0
      Cosmo027	2026-01-05 09:23:45	1	1	1	0
      Cosmo022	2026-01-05 18:56:53	1	1	1	0
      Cosmo001	2026-01-05 18:18:34	1	1	1	0
      Cosmo006	2026-01-05 17:58:36	1	1	1	0
      Cosmo025	2026-01-05 19:10:05	1	1	1	0
      Cosmo026	2026-01-05 17:21:53	1	1	1	0
      Cosmo015	2026-01-05 19:36:22	1	1	1	0
      Cosmo017	2026-01-05 18:48:11	1	1	1	0
      Cosmo003	2026-01-05 17:39:07	1	1	1	0
      Cosmo005	2026-01-05 18:00:18	1	1	1	0
      Cosmo024	2026-01-05 17:54:47	1	1	1	0
      Cosmo007	2026-01-05 20:53:49	1	1	1	0
      Cosmo013	2026-01-05 20:38:29	1	1	1	0
      Cosmo021	2026-01-05 20:44:23	1	1	1	0
      Cosmo018	2026-01-05 17:33:14	1	1	1	0
      Cosmo023	2026-01-05 19:46:51	1	1	1	0
      Cosmo008	2026-01-05 20:50:47	1	1	1	0
      Cosmo014	2026-01-05 18:10:20	1	1	1	0
      Cosmo012	2026-01-05 19:41:30	1	1	1	0
      Cosm016	2026-01-05 18:12:17	1	1	1	0
      Cosmo010	2026-01-05 20:31:32	1	1	1	0
